有	dobj	abstract	1296
[ROOT]	root	abstract	697
[ROOT]	root	person	468
说	nsubj	person	413
让	dobj	person	282
没有	dobj	abstract	282
[ROOT]	root	object	267
[ROOT]	root	event	242
进行	dobj	event	238
有	dobj	object	237
中心	compound:nn	abstract	223
举行	dobj	event	201
问题	compound:nn	abstract	190
发生	dobj	event	186
进行	dobj	abstract	183
公司	compound:nn	abstract	183
表示	nsubj	person	168
记者	dep	organization	165
有	nmod:prep	abstract	164
记者	dep	substance	164
有	dobj	person	163
记者	compound:nn	substance	157
做	dobj	abstract	153
有	nsubj	abstract	147
参加	dobj	event	145
解决	dobj	object	145
发展	compound:nn	abstract	144
[ROOT]	root	place	141
有	nsubj	person	141
令	dobj	person	138
关系	compound:nn	place	131
发表	dobj	abstract	130
发生	nsubj	event	129
[ROOT]	root	organization	125
认为	nsubj	person	124
大	nsubj	abstract	120
进行	nmod:prep	abstract	119
人民	compound:nn	place	117
取得	dobj	abstract	115
提供	dobj	abstract	115
打	dobj	object	112
方面	compound:nn	abstract	112
采取	dobj	abstract	110
有	nsubj	place	109
好	nsubj	abstract	107
项目	compound:nn	abstract	107
是	nsubj	abstract	106
有	dep	abstract	106
建立	dobj	abstract	106
加强	dobj	abstract	105
有	dobj	event	103
说	nsubj	abstract	103
成为	dobj	abstract	101
[ROOT]	root	substance	101
机构	compound:nn	abstract	101
人员	compound:nn	abstract	100
委员会	compound:nn	abstract	99
发展	dobj	abstract	96
受到	dobj	abstract	95
组织	compound:nn	place	94
买	dobj	object	93
工作	compound:nn	abstract	93
到	dobj	place	92
做	dobj	event	92
政府	compound:nn	place	91
受	dobj	abstract	90
系统	compound:nn	abstract	90
人士	compound:nn	abstract	89
社会	compound:nn	place	89
合作	compound:nn	abstract	89
建设	compound:nn	abstract	89
发挥	dobj	abstract	87
活动	compound:nn	abstract	87
具有	dobj	abstract	87
报道	nsubj	person	86
经济	compound:nn	place	86
有	dep	place	85
提出	dobj	abstract	85
有	nsubj	organization	84
听	dobj	event	84
获得	dobj	abstract	81
电视台	compound:nn	place	81
电	dep	organization	81
没	dobj	abstract	80
发展	nmod:assmod	abstract	79
改革	compound:nn	abstract	78
做出	dobj	abstract	78
地区	conj	place	78
领域	compound:nn	abstract	77
利用	dobj	quantity	77
产业	compound:nn	abstract	76
看	dobj	abstract	75
使	dobj	abstract	75
部长	compound:nn	abstract	75
造成	dobj	abstract	74
官员	compound:nn	organization	74
提高	dobj	abstract	74
接受	dobj	abstract	74
企业	compound:nn	place	74
成为	dobj	person	73
冲突	compound:nn	abstract	73
得到	dobj	abstract	72
写	dobj	object	72
有	dobj	place	71
到	nsubj	person	70
有	nmod:prep	place	70
克林顿	appos	person	69
说	ccomp	abstract	68
部门	compound:nn	abstract	68
设施	compound:nn	abstract	68
达	nsubj	quantity	68
发展	nsubj	abstract	67
主席	compound:nn	organization	67
[ROOT]	root	time	66
达成	dobj	object	66
保持	dobj	abstract	66
企业	compound:nn	event	66
来自	dobj	place	65
说	nmod:prep	abstract	65
在	dobj	place	65
进行	nsubj	organization	65
表示	nsubj	organization	65
奖	compound:nn	abstract	65
公司	compound:nn	place	64
银行	compound:nn	abstract	64
机场	compound:nn	place	63
过	dobj	time	63
会议	compound:nn	abstract	63
看	dobj	object	63
开放	nmod:prep	abstract	63
市	compound:nn	place	63
企业	compound:nn	abstract	63
企业	compound:nn	person	63
说	nsubj	organization	62
有	dep	person	61
作出	dobj	abstract	61
没有	dobj	object	61
进程	compound:nn	abstract	61
中心	compound:nn	event	61
举行	nsubj	event	60
地区	compound:nn	place	60
说	dobj	abstract	60
巴拉克	appos	person	59
事件	compound:nn	event	58
使	dobj	person	58
支持	dobj	abstract	58
指出	nsubj	person	57
做	dobj	object	57
说	nsubj	event	57
公司	compound:nn	object	57
有	dobj	time	56
之一	compound:nn	abstract	56
开放	compound:nn	event	56
组织	compound:nn	abstract	56
成为	dobj	place	55
召开	dobj	event	55
银行	compound:nn	place	55
让	nsubj	abstract	54
参加	nsubj	person	54
加入	dobj	organization	54
改善	dobj	abstract	54
进入	dobj	place	54
多	nsubj	person	54
水平	compound:nn	abstract	54
出席	dobj	event	54
推动	dobj	abstract	53
做	nsubj	person	52
进行	nmod:prep	object	52
会议	compound:nn	person	52
有	nmod:prep	event	52
听	nsubj	place	52
说	nmod:prep	person	52
死亡	nsubj	person	52
实现	dobj	abstract	52
环境	compound:nn	abstract	51
普京	appos	person	51
贸易	compound:nn	abstract	51
维护	dobj	abstract	51
问题	compound:nn	place	51
提出	nsubj	person	51
举行	nsubj	person	51
加强	dobj	event	51
关系	compound:nn	abstract	50
有	nmod:prep	person	50
担任	dobj	person	50
受伤	nsubj	person	50
组织	compound:nn	organization	50
公司	conj	organization	50
关系	compound:nn	event	49
发展	compound:nn	place	49
包括	nsubj	abstract	49
给	dobj	person	48
是	nmod:prep	abstract	48
促进	dobj	abstract	48
危机	compound:nn	abstract	48
发生	dobj	abstract	48
速度	compound:nn	abstract	48
会议	compound:nn	organization	48
创造	dobj	abstract	48
当	dobj	person	47
城市	compound:nn	place	47
高	nsubj	abstract	47
建设	compound:nn	place	47
能力	compound:nn	abstract	47
结束	dobj	event	47
市场	compound:nn	abstract	47
ｑｕｏｔ	dep	quantity	47
地	compound:nn	place	46
扩大	dobj	abstract	46
经济	compound:nn	abstract	46
找	dobj	abstract	46
总值	compound:nn	object	46
