+ 麦当劳 + 天津 分公司	organization	organization	2
+加拿大+	place	gpe	1
+摩托+洛拉	organization	organization	1
, 五 度	quantity	quantity	1
, 八百 块	quantity	money	1
, 八百 块 钱	quantity	money	1
澳门	place	gpe	252
东莞	place	city	2
国民党	organization	organization	96
大陆	place	gpe	282
台	place	gpe	145
日军	organization	organization	21
法国	place	gpe	160
日本	place	gpe	526
抗日	event	event	5
中国	place	gpe	2393
伊朗	place	gpe	105
俄罗斯	place	gpe	455
中	place	gpe	263
小泉	person	person	55
韩国	place	gpe	148
美国	place	gpe	1619
美	place	gpe	193
联合国	organization	organization	286
华	place	gpe	78
北京	place	capital	8
上海	place	city	10
南京	place	city	4
伦敦	place	capital	2
巴黎	place	capital	5
俄	place	gpe	101
俄国	place	gpe	65
苏联	place	gpe	56
英	place	gpe	38
卡塔尔	place	gpe	13
英国	place	gpe	177
阿富汗	place	gpe	45
沙特	place	gpe	6
巴	place	gpe	181
以	place	gpe	168
阿拉伯	place	gpe	34
伊拉克	place	gpe	319
民主党	organization	organization	69
南斯拉夫	place	gpe	266
国务院	organization	organization	96
内蒙古	place	gpe	14
土耳其	place	gpe	35
蒙古	place	gpe	4
越南	place	gpe	111
泰国	place	gpe	43
江苏	place	gpe	79
共和党	organization	organization	94
美国 有线 电视 新闻网	organization	organization	21
新奥尔良	place	city	2
洛杉矶	place	city	4
联邦 调查局	organization	organization	10
众议院	organization	organization	30
参议院	organization	organization	57
纽约市	place	city	2
加利福尼亚州	place	gpe	7
维吉尼亚州	place	gpe	9
亚特兰大	place	city	2
美军	organization	organization	54
卢旺达	place	gpe	16
乌干达	place	gpe	10
《 纽约 时报 》	organization	organization	5
新泽西州	place	gpe	10
加拿大	place	gpe	144
埃及	place	gpe	60
伊斯兰教	organization	organization	7
墨西哥	place	gpe	26
德国	place	gpe	123
朝鲜	place	gpe	96
国会	organization	organization	84
什叶派	organization	organization	15
基督教	organization	organization	21
弗吉尼亚州	place	gpe	23
巴勒斯坦	place	gpe	262
中共	organization	organization	267
台湾	place	gpe	1156
民进党	organization	organization	98
共产党	organization	organization	33
意大利	place	gpe	28
中央	organization	organization	41
奥运会	event	event	30
奥运	event	event	36
广东	place	gpe	80
唐山	place	city	2
南国	place	gpe	13
印度	place	gpe	122
塞尔维亚	place	gpe	65
南斯拉夫 联邦	place	gpe	4
波斯尼亚	place	gpe	11
科索沃	place	gpe	43
以色列	place	gpe	483
北约	organization	organization	55
叙利亚	place	gpe	30
瑞典	place	gpe	39
瑞士	place	gpe	18
哥伦比亚	place	gpe	3
澳洲	place	gpe	43
纽西兰	place	gpe	19
北韩	place	gpe	163
高雄	place	city	2
非洲	place	gpe	15
挪威	place	gpe	22
印尼	place	gpe	21
雅虎	organization	organization	18
芝加哥	place	city	3
耶路撒冷	place	gpe	52
巴基斯坦	place	gpe	57
智利	place	gpe	12
法	place	gpe	32
也门	place	gpe	44
法轮功	organization	organization	73
新加坡	place	gpe	78
柬埔寨	place	gpe	37
华文	language	language	6
关岛	place	gpe	14
四川	place	gpe	49
西班牙	place	gpe	47
尼泊尔	place	gpe	23
巴西	place	gpe	12
中国 国务院	organization	organization	8
加	place	gpe	12
中方	organization	organization	4
天主教	organization	organization	12
南联盟	place	gpe	14
我国	place	gpe	3
沈阳	place	city	2
澳大利亚	place	gpe	49
新西兰	place	gpe	27
伊	place	gpe	25
澳门 特区	place	gpe	12
欧洲	place	gpe	12
辽宁省	place	gpe	12
约旦	place	gpe	31
马来西亚	place	gpe	23
ｗｔｏ	organization	organization	13
中共 中央	organization	organization	13
